storeSlug,name,description,storeAddress,storeZip,longDescription,latitude,longitude,storeURL,image,mapImage,phone
caseys-15,Casey's - N 70th Street (Havelock),On 70th Street,"4335 N 70th St, Lincoln, NE",68507,Casey's on 70th Street by Havelock.,40.85663241,-96.62509467,https://www.caseys.com/general-store/ne-lincoln/4335-n-70th-st/2744?utm_medium=organic&utm_source=google&utm_campaign=yext&y_source=1_MTcyMDY4NDctNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fcaseysimage_50x50.png?alt=media,14024664982
caseys-16,Casey's - N 70th St (Adams),On 70th Street,"3003 N 70th St, Lincoln, NE",68507,"Casey's on 70th Street, by Adams.",40.84272382,-96.62532207,https://www.caseys.com/general-store/ne-lincoln/3003-n-70th-st/2724?utm_medium=organic&utm_source=google&utm_campaign=yext&y_source=1_MTcyMDY4NzEtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fcaseysimage_50x50.png?alt=media,14024661114
caseys-17,Casey's - Cotner Blvd,On Cotner Blvd,"2243 N Cotner Blvd, Lincoln, NE",68505,Casey's on Cotner Blvd.,40.83466727,-96.63089169,https://www.caseys.com/general-store/ne-lincoln/2243-n-cotner-blvd/2745?utm_medium=organic&utm_source=google&utm_campaign=yext&y_source=1_MTcyMDU3ODctNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fcaseysimage_50x50.png?alt=media,14024647111
caseys-18,Casey's - S 48th St,On S 48th Street,"4141 S 48th St, Lincoln, NE",68506,Casey's on South 48th Street.,40.77109722,-96.65492028,https://www.caseys.com/general-store/ne-lincoln/4141-s-48th-st/2979?utm_medium=organic&utm_source=google&utm_campaign=yext&y_source=1_MTcyMDYxNzUtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fcaseysimage_50x50.png?alt=media,14024894213
spot-spirits,Spot Spirits & Discount Tobacco,,"13851 Guildford St suite a, Waverly, NE",68462,,40.91272967,-96.53221613,n/a,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fspots-spirits_70x70.png?alt=media,14027862503
kens-kegs,Ken's Kegs,,"1350 N 48th St, Lincoln, NE",68504,,40.82682166,-96.65314935,n/a,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fkens-keg_70x70.png?alt=media,14024663336
happy-raven,The Happy Raven - Downtown,,"122 N 11th St, Lincoln, NE",68508,,40.81397438,-96.70520894,n/a,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhappy-raven_70x70.png?alt=media,14027420004
city-spirits,City Spirts,,"2620 Stockwell St B, Lincoln, NE",68502,,40.77527202,-96.68279191,n/a,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fcity-spirts_50x50.PNG?alt=media,14024232085
south-street,South Street Liquor,,"1000 South St, Lincoln, NE",68502,,40.79207054,-96.70688162,n/a,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsouth-street_50x50.png?alt=media,14024769463
the-still,The Still,,"6820 S 70th St, Lincoln, NE",68516,,40.74294652,-96.62475459,http://www.thestill.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fthe-still_70x70.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fthe-still_70x70.jpg?alt=media,14024231875
castle-drive,Castle Drive In Beer & Liquors,,"6001 Havelock Ave, Lincoln, NE",68507,,40.85684966,-96.638391,,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fcastle-drive_70x70.png?alt=media&token=8b1341e9-05ca-4555-b35d-e873840f1cf8,14024654313
cornhusker-bottle,Cornhusker Bottle & Smoke Shop,,"2310 N 1st St #3, Lincoln, NE",68521,,40.83635399,-96.71957373,n/a,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fcornhusker-bottle_70x70.png?alt=media,14024741042
jimmys,Jimmy's Liquor & Tobacco,,"1053 Saunders Ave, Lincoln, NE",68521,,40.83637631,-96.70668937,https://jimmys-liquor-tobacco.business.site/,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fjimmys_50x50.png?alt=media,15315001975
etos-liquor,Eto's Liquor,Near the state capitol by 11th and G,"807 S 11th St, Lincoln, NE",68508,"Eto's Liquor is conveniently located on 11th and G near the capitol building and has selection of wine, liquor, beer and spirits.",40.80562725,-96.70581675,https://etos-liquor.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fetos-liquorlogo_100x100.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fetos-liquorlogo_100x100.jpg?alt=media,14024746820
gitnspit,Git N Spit- W O St,On W O Street,"951 W O St, Lincoln, NE",68528,Sinclair ocated On W O Street.,40.81350847,-96.73625027,https://www.sinclairoil.com/station/sinclair-951-w-o-st-lincoln-ne-68528?utm_source=google&utm_medium=yext,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fgitnsplitimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fgitnsplitimage_100x100.png?alt=media,14024745884
kong-1,Kong's Liquor,On n 56th Street,"1401 N 56th St # 106, Lincoln, NE",68504,Kong's Liquor on N 56th Street.,40.82746388,-96.64439538,n/a,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fkongimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fkongimage_100x100.png?alt=media,14024645616
leons,Leon’s Gourmet Grocer,On Winthrop Road,"2200 Winthrop Rd, Lincoln, NE",68502,Leon's Gourmet Grocer on Winthrop Rd off South St.,40.79048234,-96.67527105,http://www.leonsgourmetgrocer.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fleonsimage_100x100.PNG?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fleonsimage_100x100.PNG?alt=media,14024882307
wine-bar-spirit-1,"Wine, Beer, and Spirits Lincoln",On N 27th Street,"5220 N 27th St, Lincoln, NE",68521,"Wine, Beer, and Spirits is located on N 27th in the Lincoln Crossing Plaza.",40.86373432,-96.68027004,http://winebeerandspirits.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwinebeerspirits_100x100.PNG?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwinebeerspirits_100x100.PNG?alt=media,15317774388
moran-1,Moran's Liquor Works,On A Street,"3400 A St, Lincoln, NE",68510,Moran is located on 40th and A.,40.79915565,-96.6716665,http://www.moransliquor.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fmoranimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fmoranimage_100x100.png?alt=media,14024758814
discount-city-1,Discount City,On S 48th Street,"5560 S 48th St Ste 5, Lincoln, NE",68516,Discount City is located on S 48th and Hwy 2.,40.75765015,-96.65312323,http://discountcitylincoln.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fdiscountcityimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fdiscountcityimage_100x100.png?alt=media,14024205711
mums-liquor,Mum's Liquor,On E O Street,"2202 E O St, Lincoln, NE",68510,Mum's Liquor is located on O and N 22nd Street.,40.81375974,-96.68926833,n/a,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fmums-liquorimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fmums-liquorimage_100x100.png?alt=media,14024777516
meatandbeer,Meat and Beers,On 11th St off Cornhusker Hwy,"2727 N 11th St, Lincoln, NE",68521,Meat and Beers on 11th St off Cornhusker Hwy,40.83945832,-96.7064902,n/a,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2FmeatandbeerImage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2FmeatandbeerImage_100x100.png?alt=media,14024351000
noels-liquor,Noel’s Liquor,,"840 N 48th St, Lincoln, NE",68504,,40.82180506,-96.65330279,,,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fneols-liquor-logo_100x100.png?alt=media&token=878d03df-72b2-4954-82b3-cfb94e4952a7,14029047887
n-street,N Street Liquor,On O and N Street.,"1801 O St, Lincoln, NE",68508,N Street is located right off of O Street.,40.81325065,-96.69510184,http://www.nstreetlincoln.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fn-streetimage_100x100.jpg?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fn-streetimage_100x100.jpg?alt=media,14024776077
walmart-1,Walmart - N 27th,,"4700 N 27th St, Lincoln, NE",68521,,40.85840843,-96.67792521,https://www.walmart.com/store/1943-lincoln-ne,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwalmart_50x50.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwalmart_50x50.png?alt=media,14024384377
walmart-2,Walmart - N 85th,,"3400 N 85th St, Lincoln, NE",68507,,40.84872792,-96.60197511,https://www.walmart.com/store/1943-lincoln-ne,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwalmart_50x50.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwalmart_50x50.png?alt=media,14024660447
walmart-3,Walmart - S 27th,,"2500 Jamie Ln, Lincoln, NE",68512,,40.72969127,-96.6848386,https://www.walmart.com/store/2432-lincoln-ne,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwalmart_50x50.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwalmart_50x50.png?alt=media,14029756171
walmart-4,Walmart - S 87th,,"8700 Andermatt Dr, Lincoln, NE",68526,,40.73605966,-96.59791024,https://www.walmart.com/store/3278-lincoln-ne,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwalmart_50x50.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwalmart_50x50.png?alt=media,14024846166
target-1,Target - S 40th & Yankee Hill,,"8201 S 40th St, Lincoln, NE",68516,,40.72810435,-96.66556761,https://www.target.com/sl/lincoln-sw/2303,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Ftargetlogo_50x50.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Ftargetlogo_50x50.png?alt=media,14024203540
target-2,Target - S 56th & Hwy 2,,"5330 S 56th St, Lincoln, NE",68516,,40.75996234,-96.64076838,https://www.target.com/sl/lincoln-south/879,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Ftargetlogo_50x50.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Ftargetlogo_50x50.png?alt=media,14024230300
target-3,Target - N 48th,,"333 N 48th St, Lincoln, NE",68504,,40.81611702,-96.65499764,https://www.target.com/sl/lincoln/217,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Ftargetlogo_50x50.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Ftargetlogo_50x50.png?alt=media,14024648292
whole-foods-1,Whole Foods - O Street,,"6055 O St, Lincoln, NE",68510,,40.81307662,-96.63918046,https://www.wholefoodsmarket.com/stores/lincoln,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwholefoods_50x50.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fwholefoods_50x50.png?alt=media,14024866000
mai-1,Mai's Market,,"1340 W O St, Lincoln, NE",68528,,40.81445591,-96.74161143,n/a,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fmais-market_70x70.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fmais-market_70x70.png?alt=media,14023280576
russs-1,Russ’s Market - 17th & Washington St,On 17th & Washington Street,"1709 Washington St, Lincoln, NE",68502,Russ’s Market At 17th & Washington St.,40.79767168,-96.69631232,https://www.russmarket.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,14024771238
russs-2,Russ’s Market - Coddington & West A,On S Coddington Ave,"1550 S Coddington Ave, Lincoln, NE",68522,"Russ's on S Coddington Ave in Lincoln, NE.",40.7980441,-96.74755893,https://russmarket.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,14024776236
russs-3,Russ’s Market - 33rd & Hwy 2,On 33rd & Hwy 2,"4400 S 33rd Ct, Lincoln, NE",68516,Russ's on Hwy 2 & 33rd Ct.,40.76749781,-96.67169616,https://www.russmarket.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,14024201414
russs-4,Russ’s Market - 66th & O St,On 66th and O St,"130 N 66th St, Lincoln, NE",68505,Russ's on 66th and O St,40.8143724,-96.62824096,https://www.russmarket.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,14024668111
russs-5,Russ's Market - Havelock,On Havelock Ave,"6300 Havelock Ave, Lincoln, NE",68507,Russ's on Havelock Ave.,40.85780084,-96.63360768,https://www.russmarket.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,14024645804
russs-6,"Russ's Market Express - Waverly, NE",On Guildford St.,"13901 Guildford St, Waverly, NE",68462,"Russ's on Guildford St in Waverly, NE.",40.91333704,-96.5313057,https://www.russmarket.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Frusssimage_100x100.png?alt=media,14027862610
supersaver-1,Super Saver - N 27th Street,On Cornhusker Hwy.,"2662 Cornhusker Hwy, Lincoln, NE",68521,Supersaver on N 27th and Cornhusker Hwy.,40.84373164,-96.68308309,https://super-saver.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,14024667100
supersaver-2,Super Saver - 27th & Pine Lake,On 27th & Pine Lake,"2525 Pine Lake Rd, Lincoln, NE",68512,Supersaver on 27th & Pine Lake.,40.73842802,-96.68451077,http://www.super-saver.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,14024202000
supersaver-3,Super Saver - 48th & O,On 48th & O Street,"233 N 48th St, Lincoln, NE",68504,Super Saver on 48th & O Street.,40.81483483,-96.65527997,http://www.super-saver.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,14024648552
supersaver-4,Super Saver - 56th & Hwy 2,On 56th & Hwy 2,"5440 S 56th St, Lincoln, NE",68516,Supersaver on 56th & Hwy 2.,40.75791058,-96.64025024,http://www.super-saver.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,14024237181
supersaver-5,Super Saver - Fallbrook,In the Fallbrook neighborhood,"840 Fallbrook Blvd, Lincoln, NE",68521,Supersaver in the Fallbrook area.,40.87788459,-96.73491702,http://www.super-saver.com/,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fsupersaverimage_100x100.png?alt=media,14024388880
hyvee-1,Hyvee - O Street,On O Street,"5010 O St, Lincoln, NE",68510,Hyvee on O Street.,40.8147471,-96.64997028,https://www.hy-vee.com/stores/detail.aspx?s=90&utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,14024837707
hyvee-2,Hyvee - N 27th St,On N 27th Street,"5020 N 27th St, Lincoln, NE",68521,Hyvee on N 27th.,40.86145757,-96.67789877,https://www.hy-vee.com/stores/detail.aspx?s=92&utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,14024774764
hyvee-3,Hyvee - Village Dr,On Village Drive,"6001 Village Dr, Lincoln, NE",68516,Hyvee near S 40th and Old Cheney Rd.,40.7522149,-96.66650436,https://www.hy-vee.com/stores/detail.aspx?s=93&utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,14024212462
hyvee-4,Hyvee - Stacy Lane,On Stacy Lane,"7151 Stacy Ln, Lincoln, NE",68516,Hyvee near S 70th and Pioneers Blvd.,40.76792746,-96.62295382,https://www.hy-vee.com/stores/detail.aspx?s=95&utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,14024894244
hyvee-5,Hyvee - N 84th St,On N 84th Street,"1601 N 84th St, Lincoln, NE",68505,Hyvee on N 84th Street and Holdrege.,40.82933025,-96.60813044,https://www.hy-vee.com/stores/detail.aspx?s=91&utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,https://firebasestorage.googleapis.com/v0/b/promotion-3abec.appspot.com/o/media%2Fstores%2F_resized%2Fhyveeimage_100x100.png?alt=media,14024675505
